Order_ID,Date,Customer_ID,Gender,Age,City,Category,Quantity,Unit_Price,Sub_Category,Total_Amount
ORD1046,16-06-2023,CUST906,Male,51,Hyderabad,Accessories,3,62097,Cover,186291
ORD1047,01-10-2023,CUST539,Male,54,Delhi,Mobile,1,75054,Smartphone,75054
ORD1048,30-03-2023,CUST418,Male,23,Chennai,Accessories,3,49021,Headphones,147063
ORD1049,12-11-2023,CUST401,Female,24,Chennai,Laptop,1,15687,Ultrabook,15687
ORD1050,14-01-2023,CUST443,Male,49,Hyderabad,Mobile,2,4485,Feature Phone,8970
ORD1051,30-08-2023,CUST110,Female,49,Chennai,Tablet,3,43552,iPad,130656
ORD1052,22-09-2023,CUST161,Male,42,Hyderabad,Camera,2,20063,DSLR,40126
ORD1053,12-12-2023,CUST944,Male,50,Ahmedabad,Camera,2,47822,Mirrorless,95644
ORD1054,22-02-2023,CUST325,Female,24,Hyderabad,Accessories,3,61745,Headphones,185235
ORD1055,06-12-2023,CUST252,Male,29,Ahmedabad,Mobile,1,52014,Smartphone,52014
ORD1056,02-04-2023,CUST810,Male,33,Mumbai,Tablet,2,19108,Android Tablet,38216
ORD1057,21-09-2023,CUST663,Male,33,Pune,Mobile,2,67762,Smartphone,135524
ORD1058,04-02-2023,CUST871,Male,60,Mumbai,Camera,3,71827,Mirrorless,215481
ORD1059,25-07-2023,CUST670,Female,53,Delhi,Mobile,3,57725,Smartphone,173175
ORD1060,22-03-2023,CUST683,Female,30,Pune,Tablet,3,74494,Android Tablet,223482
ORD1061,19-02-2023,CUST759,Male,24,Bengaluru,Accessories,3,17721,Charger,53163
ORD1062,26-12-2023,CUST960,Male,53,Delhi,Laptop,3,49006,Ultrabook,147018
ORD1063,02-01-2023,CUST674,Male,64,Kolkata,Mobile,4,21468,Feature Phone,85872
ORD1064,23-02-2023,CUST409,Female,26,Mumbai,Laptop,3,28437,Gaming Laptop,85311
ORD1065,16-04-2023,CUST984,Female,49,Chennai,Camera,1,62935,Mirrorless,62935
ORD1066,17-09-2023,CUST342,Female,28,Mumbai,Accessories,2,50008,Cover,100016
ORD1067,06-11-2023,CUST592,Female,25,Chennai,Accessories,1,42331,Cover,42331
ORD1068,10-07-2023,CUST465,Male,50,Pune,Mobile,1,43433,Feature Phone,43433
ORD1069,06-08-2023,CUST429,Male,40,Kolkata,Accessories,4,47807,Charger,191228
ORD1070,13-02-2023,CUST206,Male,42,Pune,Mobile,3,48840,Smartphone,146520
ORD1071,11-06-2023,CUST325,Female,25,Kolkata,Mobile,2,44101,Smartphone,88202
ORD1072,21-07-2023,CUST924,Male,62,Mumbai,Laptop,1,76456,Gaming Laptop,76456
ORD1073,27-09-2023,CUST317,Female,39,Chennai,Accessories,3,72678,Headphones,218034
ORD1074,17-12-2023,CUST852,Female,21,Pune,Mobile,3,29254,Smartphone,87762
ORD1075,31-10-2023,CUST605,Male,57,Kolkata,Laptop,4,43810,Gaming Laptop,175240
ORD1076,28-09-2023,CUST358,Male,20,Hyderabad,Tablet,4,70393,iPad,281572
ORD1077,03-08-2023,CUST987,Male,46,Delhi,Laptop,4,48867,Gaming Laptop,195468
ORD1078,09-09-2023,CUST873,Female,58,Delhi,Laptop,2,13701,Ultrabook,27402
ORD1079,09-07-2023,CUST616,Female,46,Pune,Mobile,1,3239,Feature Phone,3239
ORD1080,23-10-2023,CUST872,Male,51,Chennai,Camera,4,13731,Mirrorless,54924
ORD1081,01-08-2023,CUST153,Male,51,Hyderabad,Camera,4,42995,Mirrorless,171980
ORD1082,27-07-2023,CUST146,Female,45,Pune,Camera,4,21668,Mirrorless,86672
ORD1083,25-08-2023,CUST826,Male,30,Mumbai,Laptop,1,33124,Gaming Laptop,33124
ORD1084,04-12-2023,CUST788,Female,32,Kolkata,Mobile,1,11135,Smartphone,11135
ORD1085,22-02-2023,CUST620,Female,40,Ahmedabad,Accessories,4,10464,Cover,41856
ORD1086,07-10-2023,CUST198,Male,61,Mumbai,Laptop,4,28285,Gaming Laptop,113140
ORD1087,05-08-2023,CUST119,Male,43,Delhi,Laptop,3,77428,Ultrabook,232284
ORD1088,09-09-2023,CUST989,Male,21,Kolkata,Mobile,4,12836,Feature Phone,51344
ORD1089,07-07-2023,CUST852,Male,43,Pune,Tablet,2,77975,iPad,155950
ORD1090,10-02-2023,CUST672,Female,57,Mumbai,Laptop,2,27912,Gaming Laptop,55824
ORD1091,06-06-2023,CUST990,Female,26,Bengaluru,Tablet,4,75879,Android Tablet,303516
ORD1092,15-01-2023,CUST589,Female,22,Ahmedabad,Tablet,1,46091,Android Tablet,46091
ORD1093,28-10-2023,CUST518,Male,49,Chennai,Camera,3,62250,DSLR,186750
ORD1094,06-03-2023,CUST789,Female,37,Hyderabad,Mobile,1,35954,Feature Phone,35954
ORD1095,11-12-2023,CUST949,Male,28,Hyderabad,Tablet,4,63172,iPad,252688
ORD1096,23-11-2023,CUST161,Male,32,Chennai,Mobile,2,27728,Smartphone,55456
ORD1097,09-01-2023,CUST244,Male,49,Bengaluru,Camera,3,14929,DSLR,44787
ORD1098,10-12-2023,CUST315,Male,45,Delhi,Mobile,1,68308,Feature Phone,68308
ORD1099,09-05-2023,CUST102,Male,39,Kolkata,Laptop,1,53515,Ultrabook,53515
ORD1100,16-05-2023,CUST259,Male,58,Chennai,Tablet,4,69436,iPad,277744
ORD1101,04-03-2023,CUST838,Female,34,Bengaluru,Mobile,3,57878,Feature Phone,173634
ORD1102,19-05-2023,CUST880,Male,43,Pune,Accessories,2,37810,Headphones,75620
ORD1103,22-03-2023,CUST219,Female,61,Ahmedabad,Mobile,4,69327,Feature Phone,277308
ORD1104,12-06-2023,CUST992,Female,24,Hyderabad,Tablet,3,35756,iPad,107268
ORD1105,16-10-2023,CUST188,Male,59,Ahmedabad,Camera,1,76928,Mirrorless,76928
ORD1106,18-09-2023,CUST428,Male,43,Bengaluru,Camera,4,39389,Mirrorless,157556
ORD1107,19-08-2023,CUST679,Male,42,Ahmedabad,Tablet,1,51928,Android Tablet,51928
ORD1108,10-02-2023,CUST456,Female,27,Delhi,Laptop,1,37707,Gaming Laptop,37707
ORD1109,28-01-2023,CUST709,Male,62,Delhi,Laptop,4,50755,Gaming Laptop,203020
ORD1110,15-05-2023,CUST366,Female,36,Mumbai,Camera,4,5909,DSLR,23636
ORD1111,20-07-2023,CUST716,Male,28,Chennai,Camera,4,42938,DSLR,171752
ORD1112,24-11-2023,CUST422,Male,30,Mumbai,Tablet,4,8369,Android Tablet,33476
ORD1113,25-09-2023,CUST734,Female,25,Ahmedabad,Laptop,4,57362,Ultrabook,229448
ORD1114,02-02-2023,CUST640,Female,57,Hyderabad,Camera,1,26458,Mirrorless,26458
ORD1115,17-02-2023,CUST748,Male,21,Bengaluru,Laptop,2,76802,Ultrabook,153604
ORD1116,03-03-2023,CUST294,Female,64,Kolkata,Camera,2,20268,Mirrorless,40536
ORD1117,04-08-2023,CUST837,Female,48,Ahmedabad,Mobile,4,26645,Smartphone,106580
ORD1118,20-10-2023,CUST431,Female,45,Kolkata,Accessories,1,76122,Headphones,76122
ORD1119,09-04-2023,CUST269,Female,28,Delhi,Mobile,2,26942,Feature Phone,53884
ORD1120,21-06-2023,CUST620,Female,60,Kolkata,Camera,2,26096,Mirrorless,52192
ORD1121,26-12-2023,CUST562,Male,18,Kolkata,Accessories,2,76291,Cover,152582
ORD1122,02-08-2023,CUST139,Male,64,Hyderabad,Accessories,1,42906,Charger,42906
ORD1123,04-02-2023,CUST636,Female,55,Kolkata,Camera,4,41024,DSLR,164096
ORD1124,15-08-2023,CUST360,Male,41,Ahmedabad,Camera,4,23832,DSLR,95328
ORD1125,11-04-2023,CUST494,Male,64,Bengaluru,Laptop,4,16264,Ultrabook,65056
ORD1126,11-05-2023,CUST325,Female,48,Kolkata,Camera,3,28063,DSLR,84189
ORD1127,14-09-2023,CUST223,Male,58,Pune,Tablet,3,36870,Android Tablet,110610
ORD1128,05-01-2023,CUST137,Female,63,Kolkata,Camera,3,5562,Mirrorless,16686
ORD1129,06-08-2023,CUST427,Female,43,Kolkata,Tablet,1,45145,iPad,45145
ORD1130,12-09-2023,CUST350,Male,22,Mumbai,Camera,2,7744,Mirrorless,15488
ORD1131,25-12-2023,CUST275,Female,37,Bengaluru,Laptop,2,6872,Ultrabook,13744
ORD1132,10-10-2023,CUST701,Female,58,Ahmedabad,Tablet,1,64971,iPad,64971
ORD1133,26-07-2023,CUST553,Female,28,Delhi,Mobile,1,17456,Feature Phone,17456
ORD1134,15-01-2023,CUST136,Female,50,Mumbai,Tablet,4,40973,Android Tablet,163892
ORD1135,12-12-2023,CUST415,Female,55,Ahmedabad,Laptop,4,14394,Ultrabook,57576
ORD1136,11-02-2023,CUST787,Male,44,Chennai,Tablet,3,70086,iPad,210258
ORD1137,28-06-2023,CUST895,Male,51,Bengaluru,Camera,3,17209,DSLR,51627
ORD1138,04-03-2023,CUST692,Female,32,Pune,Camera,1,15710,Mirrorless,15710
ORD1139,18-12-2023,CUST213,Female,49,Bengaluru,Laptop,3,50010,Gaming Laptop,150030
ORD1140,19-08-2023,CUST139,Male,38,Chennai,Accessories,2,39174,Charger,78348
ORD1141,29-08-2023,CUST400,Female,63,Chennai,Camera,1,18233,DSLR,18233
ORD1142,21-02-2023,CUST323,Male,22,Chennai,Mobile,1,20580,Feature Phone,20580
ORD1143,06-04-2023,CUST417,Female,23,Hyderabad,Laptop,2,53912,Gaming Laptop,107824
ORD1144,10-08-2023,CUST448,Female,55,Delhi,Tablet,4,59471,iPad,237884
ORD1145,19-08-2023,CUST214,Female,39,Kolkata,Tablet,4,40209,iPad,160836
ORD1146,25-08-2023,CUST797,Female,35,Bengaluru,Mobile,2,60346,Smartphone,120692
ORD1147,23-05-2023,CUST422,Female,31,Ahmedabad,Camera,2,65980,Mirrorless,131960
ORD1148,20-06-2023,CUST667,Female,27,Hyderabad,Laptop,3,53460,Ultrabook,160380
ORD1149,29-01-2023,CUST139,Female,63,Ahmedabad,Mobile,1,41652,Smartphone,41652
ORD1150,05-02-2023,CUST965,Male,30,Kolkata,Camera,3,27750,Mirrorless,83250
ORD1151,13-01-2023,CUST139,Male,48,Kolkata,Laptop,2,48637,Gaming Laptop,97274
ORD1152,09-06-2023,CUST958,Male,47,Pune,Tablet,3,46912,iPad,140736
ORD1153,23-11-2023,CUST848,Female,20,Chennai,Laptop,2,44376,Gaming Laptop,88752
ORD1154,06-07-2023,CUST388,Female,47,Delhi,Accessories,3,74164,Headphones,222492
ORD1155,31-08-2023,CUST361,Female,23,Pune,Laptop,3,50727,Gaming Laptop,152181
ORD1156,27-03-2023,CUST315,Female,46,Mumbai,Accessories,4,32950,Charger,131800
ORD1157,11-10-2023,CUST246,Female,25,Hyderabad,Laptop,2,74204,Gaming Laptop,148408
ORD1158,07-03-2023,CUST435,Female,61,Hyderabad,Accessories,3,7361,Charger,22083
ORD1159,19-06-2023,CUST267,Female,62,Delhi,Tablet,1,62414,Android Tablet,62414
ORD1160,14-02-2023,CUST191,Male,60,Kolkata,Camera,3,64388,Mirrorless,193164
ORD1161,03-03-2023,CUST452,Female,61,Ahmedabad,Accessories,3,79786,Charger,239358
ORD1162,14-05-2023,CUST670,Male,50,Hyderabad,Accessories,1,61793,Headphones,61793
ORD1163,11-10-2023,CUST670,Male,34,Delhi,Tablet,2,69015,Android Tablet,138030
ORD1164,28-01-2023,CUST915,Female,28,Hyderabad,Accessories,4,24024,Charger,96096
ORD1165,18-04-2023,CUST780,Female,30,Hyderabad,Mobile,4,7565,Feature Phone,30260
ORD1166,13-02-2023,CUST880,Male,28,Chennai,Tablet,4,38184,iPad,152736
ORD1167,06-12-2023,CUST462,Male,48,Mumbai,Mobile,1,33865,Feature Phone,33865
ORD1168,13-10-2023,CUST656,Female,45,Chennai,Tablet,3,59376,iPad,178128
ORD1169,27-11-2023,CUST444,Female,61,Mumbai,Accessories,2,24204,Cover,48408
ORD1170,08-05-2023,CUST792,Male,23,Hyderabad,Mobile,3,58357,Feature Phone,175071
ORD1171,14-12-2023,CUST269,Female,58,Pune,Accessories,4,6122,Headphones,24488
ORD1172,19-08-2023,CUST455,Female,33,Ahmedabad,Tablet,3,79832,Android Tablet,239496
ORD1173,09-07-2023,CUST290,Female,21,Kolkata,Accessories,1,66701,Cover,66701
ORD1174,13-08-2023,CUST766,Male,52,Hyderabad,Mobile,1,33194,Feature Phone,33194
ORD1175,10-10-2023,CUST521,Male,43,Mumbai,Mobile,2,23495,Smartphone,46990
ORD1176,01-05-2023,CUST799,Male,29,Mumbai,Accessories,2,8919,Headphones,17838
ORD1177,26-04-2023,CUST106,Female,28,Mumbai,Laptop,4,48452,Gaming Laptop,193808
ORD1178,21-08-2023,CUST232,Female,54,Hyderabad,Tablet,2,34337,Android Tablet,68674
ORD1179,16-09-2023,CUST846,Male,42,Delhi,Tablet,3,71299,iPad,213897
ORD1180,25-12-2023,CUST656,Male,35,Pune,Accessories,1,49377,Charger,49377
ORD1181,17-07-2023,CUST925,Male,36,Delhi,Laptop,1,46187,Gaming Laptop,46187
ORD1182,17-05-2023,CUST860,Female,40,Kolkata,Mobile,1,37776,Smartphone,37776
ORD1183,14-11-2023,CUST130,Male,55,Hyderabad,Camera,2,35023,DSLR,70046
ORD1184,14-06-2023,CUST634,Male,35,Mumbai,Camera,1,66555,DSLR,66555
ORD1185,13-08-2023,CUST525,Female,43,Pune,Accessories,1,55115,Cover,55115
ORD1186,03-11-2023,CUST493,Female,23,Pune,Laptop,1,11014,Gaming Laptop,11014
ORD1187,22-08-2023,CUST771,Female,21,Bengaluru,Laptop,4,47956,Ultrabook,191824
ORD1188,21-06-2023,CUST462,Male,61,Kolkata,Tablet,4,7733,iPad,30932
ORD1189,01-06-2023,CUST536,Female,46,Ahmedabad,Mobile,2,1602,Smartphone,3204
ORD1190,11-11-2023,CUST769,Female,51,Ahmedabad,Laptop,1,66633,Ultrabook,66633
ORD1191,09-06-2023,CUST650,Male,34,Pune,Camera,2,47215,DSLR,94430
ORD1192,06-04-2023,CUST181,Female,60,Hyderabad,Mobile,1,6756,Smartphone,6756
ORD1193,21-08-2023,CUST455,Male,60,Mumbai,Mobile,1,65300,Feature Phone,65300
ORD1194,29-06-2023,CUST357,Male,33,Mumbai,Accessories,1,42048,Headphones,42048
ORD1195,23-04-2023,CUST817,Female,19,Pune,Laptop,2,72590,Ultrabook,145180
ORD1196,14-11-2023,CUST688,Female,51,Delhi,Accessories,2,78700,Cover,157400
ORD1197,21-02-2023,CUST623,Female,25,Kolkata,Laptop,1,42867,Gaming Laptop,42867
ORD1198,25-09-2023,CUST394,Female,30,Mumbai,Tablet,3,70882,iPad,212646
ORD1199,22-10-2023,CUST323,Female,59,Pune,Accessories,2,26705,Cover,53410
ORD1200,23-04-2023,CUST624,Female,25,Mumbai,Accessories,4,26070,Headphones,104280
ORD1201,11-04-2023,CUST145,Male,47,Ahmedabad,Camera,2,30755,DSLR,61510
ORD1202,23-04-2023,CUST766,Male,49,Pune,Accessories,1,21682,Charger,21682
ORD1203,22-03-2023,CUST212,Female,53,Kolkata,Laptop,3,39873,Gaming Laptop,119619
ORD1204,06-07-2023,CUST332,Male,64,Pune,Camera,1,43519,DSLR,43519
ORD1205,23-04-2023,CUST116,Female,47,Bengaluru,Accessories,4,63119,Headphones,252476
ORD1206,02-01-2023,CUST459,Male,18,Pune,Accessories,2,16543,Charger,33086
ORD1207,10-05-2023,CUST322,Male,60,Pune,Tablet,2,46032,iPad,92064
ORD1208,08-08-2023,CUST965,Male,56,Hyderabad,Accessories,1,66436,Charger,66436
ORD1209,23-02-2023,CUST799,Female,34,Ahmedabad,Mobile,1,19739,Feature Phone,19739
ORD1210,09-12-2023,CUST547,Male,37,Kolkata,Camera,4,10916,Mirrorless,43664
ORD1211,12-08-2023,CUST955,Female,41,Hyderabad,Mobile,3,3912,Smartphone,11736
ORD1212,13-08-2023,CUST464,Male,39,Pune,Camera,4,24906,Mirrorless,99624
ORD1213,06-05-2023,CUST774,Male,46,Kolkata,Tablet,3,2375,iPad,7125
ORD1214,10-05-2023,CUST425,Male,39,Bengaluru,Accessories,2,37566,Cover,75132
ORD1215,22-02-2023,CUST566,Male,61,Kolkata,Accessories,3,6252,Cover,18756
ORD1216,21-06-2023,CUST513,Male,26,Mumbai,Accessories,3,78525,Charger,235575
ORD1217,06-08-2023,CUST554,Female,54,Hyderabad,Camera,2,1853,DSLR,3706
ORD1218,09-06-2023,CUST685,Female,27,Kolkata,Accessories,2,27486,Cover,54972
ORD1219,17-07-2023,CUST332,Male,53,Ahmedabad,Mobile,2,15191,Feature Phone,30382
ORD1220,04-09-2023,CUST323,Male,54,Bengaluru,Accessories,4,70347,Charger,281388
ORD1221,20-11-2023,CUST930,Male,45,Chennai,Tablet,2,48575,Android Tablet,97150
ORD1222,22-07-2023,CUST511,Male,45,Pune,Mobile,1,11294,Smartphone,11294
ORD1223,03-07-2023,CUST671,Female,59,Kolkata,Accessories,2,68970,Headphones,137940
ORD1224,03-05-2023,CUST434,Male,60,Pune,Accessories,2,16906,Headphones,33812
ORD1225,12-09-2023,CUST321,Female,38,Delhi,Laptop,2,76430,Gaming Laptop,152860
ORD1226,21-10-2023,CUST136,Male,41,Mumbai,Camera,3,27372,DSLR,82116
ORD1227,07-10-2023,CUST377,Female,59,Hyderabad,Mobile,4,42208,Smartphone,168832
ORD1228,21-11-2023,CUST295,Male,57,Mumbai,Laptop,2,21300,Ultrabook,42600
ORD1229,08-04-2023,CUST963,Male,19,Delhi,Tablet,4,43897,Android Tablet,175588
ORD1230,17-07-2023,CUST583,Female,25,Delhi,Camera,1,38409,Mirrorless,38409
ORD1231,28-08-2023,CUST341,Male,44,Hyderabad,Mobile,1,21852,Feature Phone,21852
ORD1232,24-05-2023,CUST423,Male,39,Kolkata,Accessories,2,15938,Cover,31876
ORD1233,07-04-2023,CUST830,Male,54,Delhi,Mobile,1,45499,Smartphone,45499
ORD1234,20-07-2023,CUST291,Female,44,Chennai,Accessories,4,18982,Headphones,75928
ORD1235,04-05-2023,CUST116,Male,46,Pune,Camera,3,32971,DSLR,98913
ORD1236,06-07-2023,CUST623,Male,20,Pune,Accessories,2,47779,Charger,95558
ORD1237,22-11-2023,CUST500,Female,61,Bengaluru,Tablet,1,54713,iPad,54713
ORD1238,15-12-2023,CUST985,Female,30,Ahmedabad,Accessories,4,13526,Cover,54104
ORD1239,16-09-2023,CUST804,Female,62,Delhi,Tablet,4,5935,Android Tablet,23740
ORD1240,28-05-2023,CUST121,Male,27,Delhi,Camera,1,8993,Mirrorless,8993
ORD1241,09-09-2023,CUST573,Male,53,Chennai,Camera,4,72727,DSLR,290908
ORD1242,12-12-2023,CUST219,Male,26,Mumbai,Mobile,4,59821,Feature Phone,239284
ORD1243,27-05-2023,CUST309,Female,44,Mumbai,Tablet,2,3263,Android Tablet,6526
ORD1244,28-05-2023,CUST405,Male,51,Pune,Tablet,4,20889,iPad,83556
ORD1245,18-12-2023,CUST369,Male,18,Pune,Laptop,1,31998,Gaming Laptop,31998
ORD1246,18-07-2023,CUST803,Female,49,Kolkata,Laptop,2,64255,Ultrabook,128510
ORD1247,04-11-2023,CUST786,Female,42,Hyderabad,Laptop,1,36325,Gaming Laptop,36325
ORD1248,08-05-2023,CUST384,Female,46,Ahmedabad,Accessories,3,17434,Headphones,52302
ORD1249,08-02-2023,CUST815,Female,24,Chennai,Laptop,1,6074,Ultrabook,6074
ORD1250,04-12-2023,CUST775,Female,20,Hyderabad,Tablet,1,38679,Android Tablet,38679
ORD1251,26-12-2023,CUST862,Male,37,Hyderabad,Accessories,2,2087,Cover,4174
ORD1252,09-05-2023,CUST326,Female,37,Bengaluru,Camera,4,43282,Mirrorless,173128
ORD1253,24-09-2023,CUST480,Male,47,Hyderabad,Mobile,1,54912,Smartphone,54912
ORD1254,31-05-2023,CUST559,Male,52,Bengaluru,Laptop,2,61061,Gaming Laptop,122122
ORD1255,25-10-2023,CUST106,Female,52,Hyderabad,Camera,3,77724,DSLR,233172
ORD1256,09-04-2023,CUST128,Female,56,Chennai,Tablet,2,4909,iPad,9818
ORD1257,20-09-2023,CUST132,Female,44,Bengaluru,Mobile,2,71819,Feature Phone,143638
ORD1258,09-09-2023,CUST745,Male,43,Mumbai,Camera,4,27251,Mirrorless,109004
ORD1259,24-05-2023,CUST978,Female,31,Bengaluru,Mobile,1,38674,Feature Phone,38674
ORD1260,12-12-2023,CUST178,Female,34,Bengaluru,Laptop,3,57072,Ultrabook,171216
ORD1261,22-04-2023,CUST558,Female,35,Chennai,Tablet,2,61916,Android Tablet,123832
ORD1262,01-03-2023,CUST669,Female,62,Chennai,Mobile,1,12541,Smartphone,12541
ORD1263,02-01-2023,CUST637,Female,46,Bengaluru,Camera,1,23727,Mirrorless,23727
ORD1264,31-10-2023,CUST581,Male,37,Ahmedabad,Laptop,2,35701,Gaming Laptop,71402
ORD1265,11-09-2023,CUST529,Male,44,Delhi,Laptop,1,36569,Gaming Laptop,36569
ORD1266,20-05-2023,CUST837,Male,35,Ahmedabad,Camera,2,26870,DSLR,53740
ORD1267,06-02-2023,CUST384,Female,21,Chennai,Camera,2,12086,DSLR,24172
ORD1268,09-06-2023,CUST615,Female,18,Ahmedabad,Mobile,2,50731,Feature Phone,101462
ORD1269,09-01-2023,CUST198,Female,18,Ahmedabad,Accessories,3,5822,Charger,17466
ORD1270,21-08-2023,CUST496,Male,43,Kolkata,Laptop,2,65794,Gaming Laptop,131588
ORD1271,09-04-2023,CUST588,Female,62,Kolkata,Mobile,4,79968,Smartphone,319872
ORD1272,27-05-2023,CUST138,Female,37,Mumbai,Camera,1,29799,Mirrorless,29799
ORD1273,31-10-2023,CUST370,Female,40,Hyderabad,Mobile,3,71293,Smartphone,213879
ORD1274,27-07-2023,CUST986,Male,27,Bengaluru,Camera,1,47001,DSLR,47001
ORD1275,11-05-2023,CUST896,Female,28,Delhi,Tablet,3,57634,Android Tablet,172902
ORD1276,01-06-2023,CUST256,Male,58,Mumbai,Camera,4,10277,Mirrorless,41108
ORD1277,23-02-2023,CUST174,Female,58,Bengaluru,Camera,3,11749,Mirrorless,35247
ORD1278,30-04-2023,CUST983,Male,22,Ahmedabad,Camera,3,21890,DSLR,65670
ORD1279,10-06-2023,CUST899,Male,18,Chennai,Accessories,3,20869,Cover,62607
ORD1280,26-04-2023,CUST229,Male,34,Kolkata,Camera,1,13381,DSLR,13381
ORD1281,16-03-2023,CUST786,Female,39,Pune,Laptop,2,10087,Gaming Laptop,20174
ORD1282,23-04-2023,CUST183,Female,51,Delhi,Laptop,1,74827,Gaming Laptop,74827
ORD1283,14-04-2023,CUST121,Male,62,Ahmedabad,Mobile,2,8333,Smartphone,16666
ORD1284,06-12-2023,CUST558,Male,58,Pune,Accessories,1,47513,Charger,47513
ORD1285,11-09-2023,CUST638,Female,46,Kolkata,Mobile,4,64120,Smartphone,256480
ORD1286,15-08-2023,CUST806,Female,21,Ahmedabad,Laptop,4,16254,Ultrabook,65016
ORD1287,22-04-2023,CUST948,Male,22,Hyderabad,Laptop,3,78613,Gaming Laptop,235839
ORD1288,09-04-2023,CUST481,Female,28,Hyderabad,Tablet,4,35782,Android Tablet,143128
